quote_id,section,labels,quotation,title,url
3302,abstract,['Theoretical guarantees'],Our method guarantees geometric convergence rate evenin the presence of noise and requires strictly weaker assumptions on theRIPcon-stants than the existing methods,Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3304,abstract,"['Theoretical guarantees', 'Practical']","Next,we address a practically important application ofARMP- the problem of low-rank matrix completion, for which the defining affine constraints do not directlyobey RIP, hence the guarantees of SVP do not hold",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3305,abstract,"['Theoretical guarantees', 'Optimal']","However, we provide partial progress towards a proof of exact recovery for our algorithm by showing a more restricted isometry property and observe empirically that our algorithm recoverslow-rank in coherent matrices from an almost optimal number of uniformly sam-pled entries",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3306,abstract,"['Robustness', 'Quantitative evidence (e.g. experiments)', 'Performance']","We also demonstrate empirically that our algorithms outperform ex-isting methods, such as those of [5, 18, 14], forARMPand the matrix completionproblem by an order of magnitude and are also more robust to noise and samplingschemes",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3307,abstract,"['Robustness', 'Performance', 'Impressive']","In particular, results show that our SVP-Newton method is significantlyrobust to noise and performs impressively on a more realistic power-law samplingscheme for the matrix completion problem",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3308,introduction,"['Formal description/analysis', 'Generality']","In this paper we study the general affine rank minimization problem (ARMP),minrank(X)s.tA(X) =b,  X∈Rm×n, b∈Rd,(ARMP)whereAis an affine transformation fromRm×ntoRd",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3309,introduction,"['Practical', 'Impressive']","The affine rank minimization problem above is of considerable practical interest and many importantmachine learning problems such as matrix completion, low-dimensional metric embedding, low-rank kernel learning can be viewed as instances of the above problem",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3310,introduction,['Approximation'],"Unfortunately,ARMPisNP-hard in general and is also NP-hard to approximate ([22]).",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3311,introduction,"['Theoretical guarantees', 'Building on recent work']","Until recently, most known methods forARMPwere heuristic in nature with few known rigorousguarantees",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3312,introduction,"['Theoretical guarantees', 'Building on recent work']","In a recent breakthrough,  Recht et al. [24] gave the first nontrivial results for the problem obtaining guaranteed rank minimization for affine transformationsAthat satisfy arestrictedisometry property(RIP).",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3313,introduction,['Formal description/analysis'],"Define the isometry constant ofA,δkto be the smallest number such thatfor allX∈Rm×nof rank at mostk,(1−δk)∥X∥2F≤∥A(X)∥22≤(1 +δk)∥X∥2F.",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3314,introduction,['Generalization'],The above RIP condition is a direct generalization of the RIP condition used in the compressive sensing context,Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3315,introduction,"['Generalization', 'Practical']","Moreover, RIP holds for many important practical applications of ARMP suchas image compression, linear time-invariant systems",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3318,introduction,"['Novelty', 'Simplicity', 'Efficiency']",In this paper we propose a simple and efficient algorithm SVP (Singular Value Projection) based on the projected gradient algorithm,Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3319,introduction,"['Simplicity', 'Formal description/analysis', 'Theoretical guarantees']",We present a simple analysis showing that SVP recovers theminimum rank solution for noisy affine constraints that satisfy RIP and prove the following guar-antees.,Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3324,introduction,['Theoretical guarantees'],"Then,SVP(Algorithm 1) with step-sizeηt= 1/(1 +δ2k)converges toX∗.Furthermore,SVPoutputs a matrixXof rank at mostksuch that∥A(X)−b∥22≤εand∥X−X∗∥2F≤ε/(1−δ2k)in at most⌈1log((1−δ2k)/2δ2k)log∥b∥22ε⌉iterations",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3326,introduction,['Theoretical guarantees'],"Then, SVP with step-sizeηt= 1/(1 +δ2k)outputs a matrixXof rank at mostksuch that∥A(X)−b∥22≤C∥e∥2+εand∥X−X∗∥2F≤C∥e∥2+ε1−δ2k,ε≥0, in at most⌈1log(1/D)log∥b∥22(C∥e∥2+ε)⌉iterations for universal constantsC,D",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3327,introduction,['Accuracy'],"As ourSVPalgorithm is based on projected gradient descent, it behaves as a first order methodsand may require a relatively large number of iterations to achieve high accuracy, even after iden-tifying the correct row and column subspaces",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3328,introduction,['Simplicity'],"To this end, we introduce a Newton-type step inour framework (SVP-Newton) rather than using a simple gradient-descent step",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3329,introduction,['Theoretical guarantees'],"Guarantees sim-ilar to Theorems 1.1, 1.2 follow easily for SVP-Newton using the proofs forSVP",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3330,introduction,['Accuracy'],"In practice,SVP-Newtonperforms better than SVP in terms of accuracy and number of iterations",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3331,introduction,['Impressive'],"We next consider an important application ofARMP: the low-rank matrix completion problem(MCP)— given a small number of entries from an unknown low-rank matrix, the task is to completethe missing entries",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3333,introduction,"['Theoretical guarantees', 'Exactness', 'Building on recent work', 'Optimal']","Recently, Candes andRecht [6], Candes and Tao [7] and Keshavan et al. [14] gave the first theoretical guarantees for theproblem obtaining exact recovery from an almost optimal number of uniformly sampled entries",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3334,introduction,['Theoretical guarantees'],"While RIP does not hold for MCP, we show that a similar property holds forincoherentmatrices[6].",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3336,introduction,"['Quantitative evidence (e.g. experiments)', 'Optimal']",We provide strong empirical evidence for our hypothesis and show that that both of our algorithms recover a low-rank matrix from an almost optimal number of uniformly sampled entries,Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3337,introduction,"['Novelty', 'Optimal']","In summary, our main contributions are:•Motivated by [11], we propose a projected gradient based algorithm,SVP, forARMPand showthat our method recovers the optimal rank solution when the affine constraints satisfyRIP",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3338,introduction,['Building on recent work'],"To the best of our knowledge, our isometry constant requirements are least stringent: we only requireδ2k<1/3as opposed toδ5k<1/10by Recht et al.,δ3k<1/4√3by Lee and Bresler [18] andδ4k<0.04by Lee and Bresler [17].",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3339,introduction,"['Novelty', 'Preciseness', 'Useful']",We introduce a Newton-type step in the SVP method which is useful if high precision is criti-cally. ,Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3340,introduction,"['Theoretical guarantees', 'Performance', 'Accuracy']","SVP-Newtonhas similar guarantees to that ofSVP, is more stable and has better empiricalperformance in terms of accuracy",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3341,introduction,['Quantitative evidence (e.g. experiments)'],"For instance, on the Movie-lens dataset [1] and rankk= 3,SVP-Newtonachieves an RMSE of0.89, while SVT method [5] achieves an RMSE of0.98",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3342,introduction,['Performance'],"As observed in [23], most trace-norm based methods perform poorly for matrix completion whenentries are sampled from more realistic power-law distributions",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3343,introduction,"['Robustness', 'Performance']","Our methodSVP-Newtonisrelatively robust to sampling techniques and performs significantly better than the methods of[5, 14, 23] even for power-law distributed samples",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3344,introduction,"['Theoretical guarantees', 'Optimal']","•We show that the affine constraints in the low-rank matrix completion problem satisfy a weakerrestricted isometry property and as supported by empirical evidence, conjecture thatSVP(aswell asSVP-Newton) recovers the underlying matrix from an almost optimal number of uni-formly random samples.",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3345,introduction,"['Quantitative evidence (e.g. experiments)', 'Performance', 'Accuracy']","We evaluate our method on a variety of synthetic and real-world datasets and show that ourmethods consistently outperform, both in accuracy and time, various existing methods [5, 14].",Guaranteed Rank Minimization via Singular ValueProjection,https://proceedings.neurips.cc/paper/2010/file/08d98638c6fcd194a4b1e6992063e944-Paper.pdf
3346,abstract,"['Novelty', 'Large scale', 'Automatic']","We introduce a two-layer undirected graphical model, called a “Replicated Soft-max”, that can be used to model and automatically extract low-dimensional latent semantic representations from a large unstructured collection of documents",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3347,abstract,"['Accuracy', 'Efficiency']","We present efficient learning and inference algorithms for this model, and show how a Monte-Carlo based method, Annealed Importance Sampling, can be used to pro-duce an accurate estimate of the log-probability the model assigns to test data.",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3348,abstract,"['Generalization', 'Accuracy']",This allows us to demonstrate that the proposed model is ableto generalize much better compared to Latent Dirichlet Allocation in terms of both the log-probability of held-out documents and the retrieval accuracy.,Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3349,introduction,"['Large scale', 'Used in practice/Popular']","Probabilistic topic models [2, 9, 6] are often used to analyze and extract semantic topics from large text collections",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3353,introduction,"['Exactness', 'Accuracy', 'Identifying limitations']","One major drawback is that exact inference in these models is intractable, so one has to resort to slow or inaccurate approxima-tions to compute the posterior distribution over topics",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3354,introduction,['Identifying limitations'],"A second major drawback, that is shared by all mixture models, is that these models can never make predictions for words that are sharper than the distributions predicted by any of the individual topics",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3355,introduction,['Identifying limitations'],They are unable to capture the essential idea of distributed representations which is that the distributions predicted by individual active fea-tures get multiplied together (and renormalized) to give the distribution predicted by a whole set of active features.,Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3356,introduction,"['Generality', 'Preciseness']",This allows individual features to be fairly general but their intersection to be much more precise.,Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3360,introduction,"['Accuracy', 'Identifying limitations']","While these models are able to produce distributed representations of the input and perform well in terms of re-trieval accuracy, they are unable to properly deal with documents of different lengths, which makes learning very unstable and hard",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3361,introduction,['Used in practice/Popular'],This is perhaps the main reason why these potentially powerful models have not found their application in practice,Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3366,introduction,['Novelty'],In the next section we introduce a “Replicated Softmax” model,Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3367,introduction,['Efficiency'],"The model can be efficiently trainedusing Contrastive Divergence, it has a better way of dealing with documents of different lengths, and computing the posterior distribution over the latent topic values is easy",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3368,introduction,"['Generalization', 'Quantitative evidence (e.g. experiments)', 'Accuracy', 'Used in practice/Popular']","We will also demonstrate that the proposed model is able to generalize much better compared to a popular Bayesian mixture model, Latent Dirichlet Allocation (LDA) [2], in terms of both the log-probability on previously unseen documents and the retrieval accuracy",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3369,Conclusions and Extensions,"['Simplicity', 'Large scale', 'Automatic']",We have presented a simple two-layer undirected topic model that be used to model and automati-cally extract distributed semantic representations from large collections of text corpora,Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3372,Conclusions and Extensions,"['Large scale', 'Scales up']","Furthermore, using stochastic gradient descent, scaling up learning to billions of documents would not be particularly difficult",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3374,Conclusions and Extensions,['Identifying limitations'],"Therefore one would have to make further approximations, for example by using particle filtering",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3375,Conclusions and Extensions,"['Generalization', 'Quantitative evidence (e.g. experiments)', 'Accuracy']",We have also demonstrated that the proposed model is able to generalize much better than LDA in terms of both the log-probability on held-out documents and the retrieval accuracy.,Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3376,Conclusions and Extensions,['Flexibility/Extensibility'],"In this paper we have only considered the simplest possible topic model, but the proposed model can be extended in several ways.",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3377,Conclusions and Extensions,"['Flexibility/Extensibility', 'Building on recent work']","For example, similar to supervised LDA [1], the proposed Replicated Softmax can be easily extended to modeling the joint the distribution over words and a document label, as shown in Fig. 4, left panel.",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3378,Conclusions and Extensions,['Building on recent work'],"Recently, [11] introduced a Dirichlet-multinomial regression model,  where a prior on the document-specific topic distributions was modeled as a function of observed metadata of the document",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3379,Conclusions and Extensions,"['Flexibility/Extensibility', 'Building on recent work']","Similarly,  we can define a conditional Replicated Softmax model, where the observed document-specific metadata, such as author, references, etc., can be used  to influence the states of the latent topic units, as shown in Fig. 4, right panel",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3381,Conclusions and Extensions,['Accuracy'],"Once the Replicated Softmax has been trained, we can add more layers to create a DeepBelief Network [8], which could potentially produce a better generative model and further improver etrieval accuracy",Replicated Softmax: an Undirected Topic Model,http://papers.nips.cc/paper/3856-replicated-softmax-an-undirected-topic-model.pdf
3382,abstract,['Building on recent work'],Recent  work  has  shown  local  convergence  of GAN training for absolutely continuous data and generator distributions,Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3384,abstract,['Building on recent work'],"Furthermore, we discuss reg-ularization strategies that were recently proposed to stabilize GAN training",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3385,abstract,['Formal description/analysis'],Our analysis shows that GAN training with instance noise or zero-centered  gradient  penalties  converges,Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3387,abstract,"['Novelty', 'Understanding (for researchers)']","We discuss these results, leading us to a new explanation for the stability problems of GAN training",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3388,abstract,"['Formal description/analysis', 'Theoretical guarantees']","Based on our analysis, we extend our convergence results to more general GANs and prove local conver-gence for simplified gradient penalties even if the generator and data distributions lie on lower di-mensional manifolds",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3390,introduction,['Applies to real world'],"Generative  Adversarial  Networks  (GANs)  (Goodfellowet al., 2014) are powerful latent variable models that can be used to learn complex real-world distributions",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3391,introduction,"['Realistic output', 'Used in practice/Popular']","Especially for images, GANs have emerged as one of the dominant approaches for generating new realistically looking samples after the model has been trained on some dataset.",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3393,introduction,"['Building on recent work', 'Understanding (for researchers)']","As a result,  a lot of recent research has focused on finding better training algorithms (Arjovsky et al., 2017; Gulrajaniet al., 2017; Kodali et al., 2017; Sønderby et al., 2016; Rothet al., 2017) for GANs as well as gaining better theoretically understanding of their training dynamics (Arjovsky et al.,2017; Arjovsky & Bottou, 2017; Mescheder et al., 2017;Nagarajan & Kolter, 2017; Heusel et al., 2017).",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3398,introduction,"['Generality', 'Used in practice/Popular']","While Mescheder et al. (2017) observe eigenvalues close to the imaginary axis in practice, this observation does not answer the question if eigenvalues close to the imaginary axis are a general phenomenon and if yes, whether they are indeed the root cause for the training",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3402,introduction,['Formal description/analysis'],In this paper we show that this assumption is indeed nec-essary: by considering a simple yet prototypical exampleof GAN training we analytically show that (unregularized) GAN training is not always locally convergent,Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3403,introduction,['Building on recent work'],We also discuss how recent techniques for stabilizing GAN train-ing affect local convergence on our example problem,Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3405,introduction,['Theoretical guarantees'],"On the other hand, we show that instance noise (Sønderbyet al., 2016; Arjovsky & Bottou, 2017), zero-centered gradi-ent penalties (Roth et al., 2017) and consensus optimization(Mescheder et al., 2017) lead to local convergence",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3406,introduction,['Formal description/analysis'],"Based on our analysis, we give a new explanation for the instabilities commonly observed when training GANs based on discriminator gradients orthogonal to the tangent space of the data manifold.",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3407,introduction,['Theoretical guarantees'],We also introduce simplified gradient penalties for which we prove local convergence,Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3412,introduction,"['Novelty', 'Theoretical guarantees']",We introduce simplified gradient penalties and prove local convergence for the regularized GAN training dynamics,Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3414,introduction,['Formal description/analysis'],"In this paper, we analyzed the stability of GAN training on a simple yet prototypical example",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3415,introduction,"['Simplicity', 'Formal description/analysis', 'Identifying limitations']","Due to the simplicity of the example, we were able to analyze the convergence prop-erties of the training dynamics analytically and we showed that (unregularized) gradient based GAN optimization is not always locally convergent",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3416,introduction,"['Theoretical guarantees', 'Identifying limitations']",Our findings also show that WGANs and WGAN-GP do not always lead to local con-vergence whereas instance noise and zero-centered gradient penalties do.,Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3417,introduction,"['Formal description/analysis', 'Theoretical guarantees']","Based on our analysis, we extended our results to more general GANs and we proved local convergence for simplified zero-centered gradient penalties under suitable assumptions.",Which Training Methods for GANs do actually Converge?,http://www.nowozin.net/sebastian/papers/mescheder2018gan-convergence.pdf
3421,abstract,['Improvement'],We show that it improvesup on β-VAE by providing a better trade-off be-tween disentanglement and reconstruction quality,Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3422,abstract,"['Novelty', 'Identifying limitations']","Moreover, we highlight the problems of a com-monly used disentanglement metric and introduce a new metric that does not suffer from them",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3423,introduction,['Interpretable (to users)'],Learning interpretable representations of data that expose semantic meaning has important consequences for artificial intelligence,Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3424,introduction,['Useful'],"Such representations are useful not only for standard downstream tasks such as supervised learning and reinforcement learning, but also for tasks such as transfer learning and zero-shot learning where humans excel but machines struggle  (Lake et al., 2016).",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3432,introduction,['Human-like mechanism'],1. Humans are able to learn factors of variation unsupervised,Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3433,introduction,['Label efficiency (reduced need for labeled data)'],2. Labels are costly as obtaining them requires a human in the loop,Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3435,introduction,['Used in practice/Popular'],"β-VAE (Higgins et al., 2016) is a popular method for un-supervised disentangling based on the Variational Autoen-coder (VAE) framework (Kingma & Welling, 2014; Rezendeet al., 2014) for generative modelling.",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3436,introduction,['Effectiveness'],"It uses a modified ver-sion of the VAE objective with a larger weight (β >1) on the KL divergence between the variational posterior and the prior, and has proven to be an effective and stable method for disentangling",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3439,introduction,"['Novelty', 'Formal description/analysis']","In this work ,we analyse the source of this trade-off and propose Factor-VAE, which augments the VAE objective with a penalty that encourages the marginal distribution of representations to be factorial without substantially affecting the quality of reconstructions",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3442,introduction,"['Novelty', 'Identifying limitations']","We also point out the weaknesses in the disentangling metric of Higgins et al. (2016), and propose a new metric that addresses these shortcomings.",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3443,introduction,['Used in practice/Popular'],"A popular alternative to β-VAE is InfoGAN (Chen et al.,2016), which is based on the Generative Adversarial Net (GAN) framework (Goodfellow et al., 2014) for generative modelling.",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3445,introduction,['Quantitative evidence (e.g. experiments)'],"However at least in part due to its training stability issues (Higgins et al., 2016), there has been little empirical comparison between VAE-based methods and InfoGAN",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3446,introduction,['Quantitative evidence (e.g. experiments)'],"Taking advantage of the recent developmentsin the GAN literature that help stabilise training, we include InfoWGAN-GP, a version of InfoGAN that uses Wasser-stein distance (Arjovsky et al., 2017) and gradient penalty(Gulrajani et al., 2017), in our experimental evaluation",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3448,introduction,['Novelty'],"1) We introduce FactorVAE, a method for disentangling that gives higher disentanglement scores than β-VAE for the same reconstruction quality.",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3449,introduction,"['Novelty', 'Identifying limitations']",2) We identify the weaknesses ofthe disentanglement metric of Higgins et al. (2016) and propose a more robust alternative,Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3450,introduction,['Qualitative evidence (e.g. examples)'],3) We give quantitative comparisons of FactorVAE and β-VAE against InfoGAN’s WGAN-GP counterpart for disentanglement,Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3451,conclusion,['Novelty'],"We have introduced FactorVAE, a novel method for disen-tangling that achieves better disentanglement scores thanβ-VAE on the 2D Shapes and 3D Shapes data sets for thesame reconstruction quality",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3452,conclusion,"['Novelty', 'Simplicity', 'Identifying limitations']","Moreover, we have identified weaknesses of the commonly used disentanglement metric of Higgins et al. (2016), and proposed an alternative metric that is conceptually simpler, is free of hyperparameters, and avoids the failure mode of the former",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3453,conclusion,"['Quantitative evidence (e.g. experiments)', 'Identifying limitations']","Finally, we have performed an experimental evaluation of disentangling for the VAE-based methods and InfoWGAN-GP, a more stable variant of InfoGAN, and identified its weaknesses relative to the VAE-based methods ",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3454,conclusion,['Identifying limitations'],One of the limitations of our approach is that low Total Correlation is necessary but not sufficient for disentangling of  independent  factors  of  variation,Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
3456,conclusion,['Identifying limitations'],"Our disentanglement metric also requires us to be able to generate samples holding one factor fixed, which may not always be possible, for example when our training  set  does  not  cover  all  possible  combinations  of factors.",Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b/kim18b.pdf
